,Fold n°1,Fold n°2,Fold n°3,Fold n°4,Fold n°5,Fold n°6,Fold n°7,Fold n°8,Fold n°9,Fold n°10,Fold n°11,Fold n°12,Fold n°13,Fold n°14,Fold n°15,Fold n°16,Fold n°17,Fold n°18,Fold n°19,Fold n°20,Fold n°21,Fold n°22,Fold n°23,Fold n°24,Fold n°25,Fold n°26,Fold n°27,Fold n°28,Fold n°29,Fold n°30,Fold n°31,Fold n°32,Fold n°33,Fold n°34,Fold n°35,Fold n°36,Fold n°37,Fold n°38,Fold n°39,Fold n°40,Fold n°41,Fold n°42,Fold n°43,Fold n°44,Fold n°45,Fold n°46,Fold n°47,Fold n°48,Fold n°49,Fold n°50
CD4Teff_159Tb_MAPKAPK2_unstim,1.3978162169220751,5.449397468658495,2.7897485059996647,4.980722718985729,12.662265147016361,4.427343090703025,3.9234674377727905,2.9501187607912307,2.6475495786401195,8.278455440824299,1.642360905381009,5.740752021033092,2.100084369700455,4.219332916797835,30.258277090718515,1.6020611820160338,3.8339985400691243,3.1561692298632105,3.1252581027583726,25.331027485703018,2.5217874167604593,7.367956516927187,2.026775180255533,3.2598052757854905,4.5981183570263715,2.9291823408186506,4.514081001694936,2.8233323475017142,4.776936860083203,7.016830231893798,2.1959588278465514,6.168582035851945,1.7057687875271657,3.6178743544251892,12.92412289326578,1.475553644111296,4.556385407336024,2.7313705011724916,2.2455102083051517,17.445132869565647,4.079133692851076,5.849814083762515,4.595356474421398,3.676852775967312,10.45273083122269,2.295873539506052,6.20274461105055,1.2030728020159642,2.5045342483255393,7.07241802875182
CD4Teff_166Er_NFkB_IFNa,2.8522827841852183,5.445754432751826,4.331993465585904,5.629628064414286,5.191532257909872,7.833435392834961,3.506429756470222,4.650780965058794,3.7257051562145413,2.2918954234862685,1.2333880059992466,8.75773387923668,3.1540111404227704,6.292754360785265,12.735066639993823,2.4340162826826677,6.2940042273251,2.9952730138199724,3.2310632975418567,15.011145165423395,1.8707064608526625,11.669458458276281,3.772986171006799,3.830340204073349,1.5482042236093527,3.809322884677917,5.004591795635679,5.001561980641586,7.000257020666706,0.9233163352098535,3.805601210052569,5.70174599788179,3.4543654639814636,3.386380341516548,5.5033376554122775,2.741115559698632,5.898642603773668,4.334457263008829,1.8551057497353525,7.514848514962861,6.407378786280236,9.935706009541418,6.5514026416869555,3.336567286708518,4.649764828664251,4.83892645572642,7.211127658416648,2.0980109938074754,2.307603203536581,1.774843860033082
CD4Teff_166Er_NFkB_IL246,1.9826189611299105,6.920611659566024,2.3756773435015224,4.7755924735504625,3.276809528316534,6.73753828690232,3.2278395899777377,4.011607315827905,2.1548946615105873,1.134928041934896,0.8070591488115458,9.697637206270763,1.9917240727785628,4.636089410986924,7.741720044714307,1.9177050442036534,5.250067606758105,2.912429720710613,2.3700227426976612,6.566263916747425,1.2864638217201678,11.106484837939814,3.530318890974298,2.6936754887464827,0.11871940559979796,4.154413177891831,3.5574359538693687,3.6449861570828817,4.58738557106964,0.31334966157707594,2.819019282717332,5.471676261363045,2.600917042956249,2.601282191312986,3.8120451758429885,1.42561851537038,5.172498137693352,4.5075463243539104,1.113305720791473,4.7928015671450535,6.569752687982318,7.234184193996832,4.415552470434933,3.036887998451331,2.4848499678213924,3.10836856327885,7.392953169803205,1.644446647238806,2.0829011958752846,0.26555369192884537
CD4Teff_166Er_NFkB_unstim,0.0,-3.204577311835824,0.0,-3.142587569223442,1.845844616123078,-0.3991457366359914,-0.5710318952934341,-0.0,-0.0,2.3101893506174793,0.750421807013864,-6.067960158325322,0.0,-1.1568106304426435,-6.351014222990359,0.0,-1.7985944638506994,0.0,-0.0,-12.623413146037816,0.4138800595929688,-8.345626495274104,-0.0,-0.0,2.813611868076589,0.0,-1.1463431500026533,-0.0,-2.3967180828324803,3.381114993067524,0.0,-4.050446588724707,0.0,-0.21853313855258782,1.0383303399854076,0.02937933025516811,-0.9915145227240897,-0.0,0.0,-1.9262363862722327,-1.2718008322075285,-4.736664484450076,-1.952434413534983,-0.0,0.37898402922326374,0.0,-5.363226453499834,0.0,-0.0,3.3119383487814895
CD4Teff_167Er_ERK_IFNa,0.3703566316858693,0.2920234613294289,0.0,0.563989897396376,1.8860721068523025,1.137557483729808,0.03985537821114644,0.1152039447055185,0.2576679655281364,1.2950758229705737,0.2180794587714345,0.7233190027932433,0.0,1.2200455822248801,6.836349362136507,0.06915326198482069,1.1688366638304404,0.0,0.25652227647846804,5.519597950597257,0.4458287007499225,0.0,0.0,0.6741891590026983,0.9069305538736868,0.8916635742130675,0.0,0.0,0.5377987807998804,1.9452679016435175,0.9699340185234974,-0.0,0.0,1.0327843543424255,1.6890444032733567,0.5002069311985369,-0.0,0.059255383949928186,0.002689988853334035,4.31391433500996,1.556434403501447,0.5867384429909143,0.0,0.2279505257808591,2.7209830360367198,1.2213195117215578,0.0,0.0,0.0,1.3077979276899068
CD4Teff_167Er_ERK_IL246,-0.0,-0.0,-0.0,-0.0,-1.6652697472085085,-0.09315241010351966,-0.30335700041684877,-0.0,-0.0,-0.0,-0.0,-0.23268951123556203,-0.17420756773415685,0.0,-0.0,-0.0,-0.0,-0.5669816089513904,-0.0,-1.6422017066774781,-0.0,-3.1322219936404685,-0.0,0.0,-0.0,-0.0,-1.1581136283219597,-0.0,-0.0,-0.0,-0.0,-1.3767513212156726,-0.05346196666778635,0.0,-1.6165287242905806,-0.0,-0.5960210157941597,-0.0,0.0,-0.29298622073371766,0.0,-2.1866401972467098,-2.1784465033483498,0.0,0.0,-0.0,-0.856171692397549,-0.0,-0.0,-0.0
CD4Teff_167Er_ERK_unstim,2.2777981158873395,5.736742438625428,3.9257068318695625,1.8993793735931104,8.352932714947377,5.695652374174518,4.57985823444172,4.073785870295821,1.5059535427286563,5.098861647259117,2.155900345095771,6.011674980552873,3.7397997596373784,1.7310399001447019,12.367668534317303,2.2046941341435615,4.136028431546607,4.791368280094477,1.8302261673076068,10.920251229884313,2.871984665234097,8.957352392888541,3.0217159710301593,1.7103193528585563,3.3977648182236853,2.912272482817614,6.454194068592528,4.502192572706547,2.4327500088790512,4.1581358609358965,2.7336783330139296,6.39314351314429,3.524497671498416,0.8388236385238458,8.606216702375152,2.0875496442361086,7.209759221673062,3.7049253682718164,1.4241654086464484,7.435788139335015,3.7649489667590976,7.856623289956261,6.914597623968557,1.9856375631475476,5.110978913473679,3.0354649699121827,6.800975268611469,2.1097106762484206,1.6673056225260918,4.681954925983469
CD4Teff_168Er_STAT6_IFNa,11.089462186799826,22.676736549195432,13.50429911842515,17.22693214582736,24.99289454280829,22.60372535608326,15.638122979421855,14.246572231503995,12.712696779966041,21.474213618206722,11.95090201861211,22.371897270630086,11.203179655341044,15.568126285939494,40.22352553527582,11.741717963543822,17.26927137929667,16.54002873082139,12.64210526651217,39.576568913351615,13.659137430274084,17.178341250362838,15.820272813685788,13.97887548354016,14.78849707076259,17.051319046190187,16.06944719563539,17.10303071927638,15.42770923675846,18.24702183920486,15.102465488731632,17.449344912140177,12.664647775775475,15.210857742269567,23.658403354510572,10.103676265539073,20.383252688286564,16.425257461067684,11.00459483424644,29.533530084070822,21.4057410924073,22.331136296088733,18.934324796212533,13.710863600330812,24.096792633624606,15.809713413626483,21.60036003330756,10.115290617651512,11.283188840073583,16.835363902579324
CD4Teff_168Er_STAT6_IL246,9.212824127664163,6.274934604361762,6.755995047156106,10.605704488697386,9.648883413317154,14.049171972544563,5.8502702989565565,6.0781614837389295,7.919497461421375,11.223708754142784,9.678602064574452,8.116316853878264,5.103117724192243,9.793651651067517,15.577484903860807,10.058379942845129,6.1300120578642,7.075070341115193,8.609778699755058,11.849814752761224,10.974342254720932,2.0131105258927047,7.332248211703794,9.613859569096238,8.194930955124414,12.330916495799114,2.193159901476896,9.856000293437761,8.10530048602939,8.83304872567415,12.43975976281346,4.3177689215608765,5.581411662370208,10.299060727105845,10.353016946300905,8.837352747459502,6.922011064998997,8.334542024260278,7.38241655717859,10.300489357607594,14.683355653289903,7.536457228915426,2.4538091598112666,9.50234064754312,12.559135767715295,12.174415079479727,4.099886009164512,6.440789650906816,7.742815108863653,7.98425646419234
CD4Teff_168Er_STAT6_unstim,2.7461850698006094,4.188810937166463,1.973775322031388,1.9719324981598125,5.667934029377351,4.436391115158191,2.9203397072252004,3.1354839222540862,1.8100258656736017,4.025333128784758,1.8137765567827662,2.8550726850433854,3.523297831653661,1.964204891653755,3.886916900618702,2.383996284444068,3.040127129743872,3.543506770594275,1.6157136826088343,0.34995845201423853,2.539166993356581,4.887790940691216,1.9032517632095218,1.8592211385658957,3.702937115286191,2.7276260519264826,4.4646276745065405,2.0924246362352457,2.3447103090065267,5.108455984097233,2.6265760103781592,3.4917762803056616,2.6761319177986786,1.0098883540377046,7.1308371303141005,2.4382678421698243,5.486562912973781,1.5286607301002555,2.0991721267058843,4.337334313853252,3.074296447200464,4.019695300353363,5.381887433786142,1.5919100450386638,4.037971665371128,2.6377350589414164,4.510822246709487,1.2529608131813839,1.9578947751743412,5.108522202310028
CD4Tem_149Sm_CREB_IFNa,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tem_149Sm_CREB_IL246,-0.0,-0.014181656230153838,-0.0,-0.0,-0.696200520391176,-0.4317599985894838,-0.0,-0.0,-0.0,-0.12245565592157394,-0.0,-0.1805105349640178,-0.0,-0.0,-1.8187996185311743,-0.0,-0.0,-0.0,-0.0,-3.007533973936728,-0.0,-1.647994505356348,-0.0,-0.0,-0.0,-0.0,-0.5870891147808625,-0.0,-0.0,-0.0,-0.0,-0.2974477361373682,-0.0,-0.0,-0.2958597496772334,-0.0,-0.0,-0.0,-0.0,-0.8581175095568033,-0.0,-1.0353650785088973,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
CD4Tem_149Sm_CREB_unstim,-0.0,-0.939753983792239,-0.22978442575151684,-0.6228681859171068,-1.7232905407352848,-1.1200471775126237,-0.41631085740686297,-0.23328131290927248,-0.021014305406924977,-0.9289236881073842,-0.0,-1.612544918420786,-0.0,-0.5194608354300172,-4.190841034943557,-0.0,-0.7811003138379996,-0.06450374261909966,-0.005120286729848795,-3.729919440531393,-0.0,-2.293413252588775,-0.08518975415837528,-0.21114960952569822,-0.02081570600749109,-0.2652026126769827,-0.8235332649641329,-0.36571659388974104,-0.43772985400863024,-0.596530651970194,-0.2639020858231093,-0.9418160822295826,-0.0,-0.19605853518143654,-1.7244364740041944,-0.0,-0.8727525898787418,-0.2745586971048632,-0.0,-2.3720857666020234,-0.6986016312099362,-1.9788098397315272,-0.6177449233963024,-0.19006337475901552,-1.2476394180446913,-0.23901765929280547,-0.9646227191327313,-0.0,-0.0,-0.4130795885858973
CD4Tem_150Nd_STAT5_IFNa,-11.918482210701123,-22.07098636224943,-9.65930602715975,-22.794678848233247,-29.059087179531076,-29.781598374671702,-15.952195141998953,-12.82088606670733,-13.250532769154848,-14.094695157518604,-7.402346309483204,-29.20862862404151,-8.664649732201498,-20.735682845301138,-63.36211989871015,-9.304626333773818,-21.49032702560446,-7.859403544525023,-14.338753599481283,-54.919608346225644,-9.358027607942047,-43.90396727432231,-8.887260050154813,-16.430359910645926,-7.28923575047876,-14.573115406268581,-30.401630384980415,-8.372953245017442,-21.92156438623727,-13.529986763643397,-14.254837603802935,-25.944921517412155,-8.272903890535268,-15.126498388585478,-27.365336413588455,-9.1706594604761,-19.89370889972531,-12.243013948840062,-9.543616913738749,-35.93107825881484,-24.200106389000915,-36.982043849540844,-19.65580048173136,-15.13800544015234,-19.61285916259267,-15.893145309568819,-26.645564496595767,-5.221635311173656,-11.762417050676307,-13.14012590726643
CD4Tem_150Nd_STAT5_IL246,-8.754481046525592,-12.492653352704215,-6.392125751648363,-10.93197122391208,-19.28076785294247,-16.487696145739218,-10.824895415552964,-7.655497518497077,-9.37567475080633,-7.009664136067753,-5.211818200461781,-16.446012554913064,-6.394883139039101,-12.303103956077143,-35.90639132885069,-6.952256601406587,-13.518775755406152,-6.637166059555248,-8.812468105362472,-27.83980447355902,-6.982136613218589,-23.63864491197875,-6.949962093130517,-9.545967324091665,-6.361070289110009,-9.759324804720972,-14.777480718923666,-7.309013552077865,-13.136071384993905,-6.706718477100144,-9.36660277076463,-15.051205329255529,-6.233955286995175,-8.202667542644877,-16.961344145024608,-6.377070617882604,-13.20106714327695,-8.266316521694009,-7.074057747231063,-18.353197400577514,-14.8595989349083,-21.911774600525668,-9.091599952205993,-9.746463892912718,-10.121685115127201,-11.697093688975244,-13.734053488146799,-5.002412001914675,-7.733589394475305,-7.226366651745353
CD4Tem_150Nd_STAT5_unstim,-0.0,-0.0,0.0,0.0,-7.319330571876389,1.528084281848299,-0.6928308166682396,0.0,-0.0,-5.7492688158587395,-0.15557469255110948,-1.8556316859843505,0.9894537842007801,0.0,-8.55982507574068,0.0,-0.32323171603902456,0.0,-0.0,-11.025393833317843,-2.0844411164019347,6.021323006866952,0.031558202168304905,0.0,-4.130061537538734,-1.6069437075351818,1.263660034134999,0.4816561683545945,-0.0,-5.143965649755341,0.0,0.0,-0.0,0.0,-6.966058476066291,-0.0,-0.0,0.3147520990762186,-0.0,-8.24219556034153,-1.4239408663939888,3.854217457642421,0.32396546657775177,0.0,-6.278574148733411,-0.0,-0.6285707450874432,0.6339988931506132,-0.0,-5.181162490065113
CD4Tem_151Eu_p38_IFNa,-0.0,0.0,0.0,0.23992760019583728,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.17168509018197753,1.7181302770331417,-0.0,0.0,0.0,0.0,2.134073308912352,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.09892840130722035,-0.0,-0.0,0.5433497017035834,0.0,0.0,0.18166629277922258,-0.0,0.9760744276791754,-0.0,0.0,0.059066642006454215,0.0,0.0,0.19999365508585634,0.0,0.0,0.0,0.5117864020324863,0.0,0.0,-0.0
CD4Tem_151Eu_p38_unstim,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0
CD4Tem_153Eu_STAT1_IFNa,0.7933649775061743,-0.44246848712128045,1.1916146395227685,-0.0,0.00501115701694975,-3.624904209404517,-0.0,3.1603624102189847,0.13798453102883232,1.6247318073563701,0.0,-2.2063042823707963,3.6495606127447275,0.11471203387421437,-4.642755666750046,0.0,0.0,3.6719470545504946,0.0,3.1417590521656535,-0.8105781140399405,-0.9827646037184045,4.2370874233702684,-0.0,1.482840604874681,-0.9986515918944331,-0.9155620184513141,3.6712407296709038,-0.0,2.0832927168799285,-0.0,-1.8578017405060743,3.965702139331675,0.0,0.25822125165329674,0.1545388692254063,-0.0,3.2672572243046956,0.0,-0.0,-3.835379092877181,-2.6930318035310523,4.267934084225103,0.16013508649159222,1.4921911458515695,0.40671652305821365,-1.720658756759035,2.795741596929721,-0.0,0.0
CD4Tem_153Eu_STAT1_unstim,-0.0,-0.0,-0.0,0.0,-0.9555528850805406,-0.5340448603662602,-0.0,-0.0,0.0,-0.0,-0.0,-0.05800966044286046,-0.0,0.0,-1.820912405998771,-0.0,-0.0,-0.0,0.0,-2.0355776852943737,-0.0,-0.0,-0.0,0.0,-0.0,-0.24779287479857684,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.7070722067943459,-0.0,-0.0,-0.0,0.0,-1.375874817731556,-0.4194116824793686,-0.01815443248080627,-0.0,0.0,-0.0,-0.15401936691522305,-0.0,-0.0,0.0,-0.0
CD4Tem_154Sm_STAT3_IFNa,5.48625546100147,7.344533812859448,7.722555088435367,1.0396854060091465,5.8928502194472285,5.5082687384221405,6.424009242651996,7.61047690863456,5.1989932510793375,4.279316716881343,5.059258824109226,8.273240143971258,6.90744585163376,4.881033615550588,-0.9304401364976308,5.219610966959431,6.8137901339074745,9.530260689710984,3.564954332765026,0.0,5.731284206303133,5.268537657346402,8.508241106586771,3.3408823466876063,4.746891614933882,6.271732735884948,5.029891263605749,9.388305345821191,3.664066244400613,4.646084711492381,5.863269179135518,4.879039610266646,7.620162022294341,2.350361564648466,6.893509599288994,5.004340860389121,8.59819703066333,8.529829645977308,3.8550388106584,0.06507243217268435,6.303409993243283,6.539966202227314,8.357857456213157,4.671266557780113,4.8524576796616135,6.812370709795302,4.378272083925443,6.551852662254747,3.918663552509144,3.704589886748083
CD4Tem_154Sm_STAT3_IL246,-7.524617161173934,-3.974238984713819,-2.7247103250755482,-19.328902190063733,-28.592824322403676,-22.152853383347328,-6.831945059801893,-2.3590799835165193,-11.585947305833546,-15.035043976596194,-6.472799190988998,-14.833204521503992,-0.7029645751226219,-16.79012232609169,-62.91172864564585,-7.385652429517285,-7.447985160999927,0.6604667813514239,-13.157057827908748,-54.936900385336344,-10.149022016634305,-20.779869504304013,0.9821177578130872,-13.965237250758063,-7.708902881989977,-13.213867358042883,-11.382590212290703,0.0,-19.610170618436808,-13.082040409409219,-9.015297924577865,-13.855311660365457,-0.23496579549106786,-12.506246331127581,-27.475376843266023,-8.15096997519134,-6.797617342691155,-1.3295045217199384,-8.774114437932369,-36.028921941567134,-18.995552576974088,-15.761484953350477,-5.531609154235676,-14.467202303169547,-17.762802535719313,-9.007324279821566,-11.034530805738179,-0.0,-11.331815985611732,-14.836012007729872
CD4Tem_154Sm_STAT3_unstim,-1.000022358367329,0.0,-0.0,0.5447707740120582,-0.4160375801100986,-2.3286804574093294,-0.0,0.0,0.0,-0.40753852250444395,-0.42002555477387277,-0.6183404669939963,0.0,0.5200496495381823,-0.0,-0.6196679431604684,-0.0,0.0,0.049729473568104296,0.5647496296843092,-0.5928726221670678,-0.4870143438419586,0.0,0.31483160695751966,-0.0,-1.0948194290177615,-0.22027310168940673,0.0,0.44849595914118984,-0.4886773756202339,-0.6645891380348093,-0.0,0.0,0.0,-0.0,-0.6357062112693194,0.0,0.0,0.0,-0.5311924944112517,-0.9603899904514306,-0.8907115657057727,0.1575286496925343,0.13194989645488386,-0.7168783345099445,-1.0863949730166849,0.0,-0.0,0.0,-0.5829763154281665
CD4Tem_155Gd_S6_IFNa,0.7169635832852436,2.0421508705529905,1.447223765487867,2.300154495466667,2.1964395017969314,3.029102370898038,1.6338911844121995,1.0204868946645638,1.620178017436128,1.0397428112811213,0.6431304257267884,2.862274445688582,0.5242115107329233,2.5119879484086565,4.780360513729239,0.8345928743747576,1.6529076789742982,1.2930562075681593,1.3060543843918861,4.805616711541337,0.7644130655919884,3.6211697241474394,1.1718487243712747,1.4734742287237408,0.6385653333416793,1.2330347617485218,2.238990629352041,1.4010568615522438,2.5600648959412546,0.919583828379578,1.5087165453651792,2.0215541887578916,0.6889952716659712,1.6518044823494296,2.0132245199886074,0.6750341361926365,2.073012465366534,1.531370236832791,0.8093911688738671,2.324486672876261,2.274664425243586,3.6720907906224043,1.8714109665341097,1.5588054654883536,2.0202601822731925,1.667313863391363,2.348491874442314,0.4741194735044044,0.882621605726155,0.8598435999034683
CD4Tem_155Gd_S6_IL246,0.0,0.7459484502181044,0.0,1.301135698069751,-0.0,0.617567833322021,0.004438590119893807,0.0,0.21793961868222006,-0.0,0.0,1.0397608090758161,0.0,0.5546141043326493,-0.0,0.0,0.1272357885805819,0.0,0.14986968114192176,-0.5392432477259321,0.0,0.5519651585895977,0.07738249437533488,0.357626325419055,-0.0,0.1958895500871737,0.0,0.0,0.9748427279839492,-0.0,0.18733414245034474,0.0,0.0,0.23579745075424852,-0.0,0.0,0.0,0.25223537417022296,0.0,-0.0,0.0,0.7172298076441974,0.062383476194197,0.09441080928357334,0.0,0.0,0.517980765997353,0.0,0.0,-0.0
CD4Tem_155Gd_S6_unstim,-0.0,0.0,0.0,-0.5239622340337191,-0.7486143823369459,0.0,0.5904298720223232,-0.0,-0.5084814746101167,-1.3301598751504777,-0.0,1.6746732674144797,-0.0,-0.2825313763787447,-0.1323289030661308,-0.0,0.0,0.0,-0.0021916899242001406,-1.0705399281542023,-0.0,0.7874167918450783,0.0,-0.5178471365922264,-0.9630448426927226,-0.0,0.0,0.29253941729436617,-0.5716671787415074,-1.2614848490191033,0.0,0.5157917981768744,0.0,-0.5082019475179156,-1.193518008708985,-0.0,0.0,0.0,-0.21973656438351918,-1.6347467796591801,-0.0,0.7293664820751461,0.02342730406881388,-0.0,-2.069476825729212,-0.0,1.1207050766410693,-0.0,-0.09711933843722553,-1.3413091481801882
CD4Tem_156Gd_IkB_IFNa,0.19633582146097328,0.0,0.29578915720179005,0.0,0.4531079403503547,0.6324231714606778,0.0,0.04910687931759129,0.2679902684315577,0.0,0.0,0.8699811838458605,0.0,0.2792180373539069,0.0,0.0,0.018253271427905896,0.0,0.0,0.5039672602714454,0.009167302943864487,0.06687755089446569,0.17160348118270824,0.0,0.23254916542503842,0.08440398137831506,0.0,0.3047942612557753,0.5885002855923814,0.0,0.26354488124086445,0.0,0.10993409331514595,0.04036211413718082,0.0,0.0,0.0,0.32045799141886844,0.0,0.0,0.5413938908255129,1.0463920327064915,0.0,0.0,0.22960733252753726,0.6458345281458107,0.06777321326038335,0.0,0.0,0.0
CD4Tem_156Gd_IkB_IL246,0.0,-0.0,0.0,0.0,-0.0,0.053646760564608105,0.0,0.0,0.0,-0.0,0.0,0.36481766324951187,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.16157870239127342,0.19348661899421052,0.0,0.0,0.38794744342647186,-0.0,0.0,0.14309789578679538,-0.0,0.09347369828323164,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4081677113980023,0.0,0.0,0.0,0.0,0.42796303152517245,0.0,0.0,0.0,-0.0
CD4Tem_156Gd_IkB_unstim,-0.0,0.0,0.559650781342228,0.0,-0.8298110219114117,-0.0,0.0,0.3010455734887543,0.0,-0.0,0.0,-0.0,0.7957213821519097,0.0,-2.70417306789569,0.0,0.0,0.6706653424091026,0.0,-4.52934692257102,-0.0,0.5263669070340464,0.1438670393296779,0.0,-0.0,-0.0042419672978011285,0.4838206495694553,0.5365771751950497,0.0,-0.0,-0.0,0.40017925273713556,0.27511249656074666,0.0,-1.5962194553418847,-0.0,0.0,0.6433082560610685,0.0,-1.4106286069105343,-0.1873875246448292,-0.0,1.6288901000525837,0.0,-0.7427527225937307,-0.0,0.0,0.26191632864645586,0.0,-0.0
CD4Tem_159Tb_MAPKAPK2_IFNa,0.0,-0.0,0.0,0.10128362261910753,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03579067265926562,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
CD4Tem_159Tb_MAPKAPK2_IL246,0.0,-0.0,-0.0,0.11548745206394405,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.24139190975320304,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0
CD4Tem_159Tb_MAPKAPK2_unstim,-0.0,-0.4366280600489382,-0.0,-1.290304889625659,-2.5567857548615853,-0.24020744826477938,-0.33093650425943105,-0.0,-0.3251742112966887,-1.2527790651634985,-0.0,-1.2096676849759829,-0.0,-1.0358250081276834,-6.039920814715446,-0.0,-0.59200035624391,-0.0,-0.3501547299758107,-6.171285352136107,-0.0,-1.3097951406787605,-0.0,-0.6446234007512458,-0.11495346386744758,-0.0,-0.3431323801447561,-0.0,-0.9427929209636736,-0.806577766194097,-0.0,-0.13512845738037907,-0.0,-0.36156787293037523,-2.137267577144213,-0.0,-0.5146028486737478,-0.0,-0.0,-2.4851404125675107,-0.0,-1.5468134114974323,-0.0,-0.5777821274919913,-1.5008878473551241,-0.0,-0.42149504237227303,-0.0,-0.12525609327362838,-0.31341715137938064
CD4Tem_166Er_NFkB_IFNa,0.4771751085705163,0.4942522514160827,0.0,-0.6731686925202721,0.0,0.9767609553909217,0.0,0.5489168182218608,0.0,-0.0,0.0642295905280134,1.2060537568919067,0.16904201487382664,-0.05122142480460232,-2.8507848460993688,0.4285280294933924,1.5835771013132012,0.0,-0.0,-3.347241114879701,0.0,1.7914219495456571,0.3733673412303155,-0.17735020996610534,0.0,0.7667149996376559,0.21926154526173794,0.2874907824190931,-0.0,-0.0,0.5452203268240966,0.08968093484694659,0.218829665995574,-0.0,0.0,0.4439006396296209,0.0,0.4177811268206865,-0.0,-0.0,1.2220215217376016,0.0,0.3876046369006535,-0.0,0.0,0.7204049050345359,0.0,0.0,-0.0,0.0
CD4Tem_166Er_NFkB_IL246,0.0,1.6250087168311091,0.0,0.0,0.0,0.275854396292392,0.03980644589513013,0.11209078837456575,0.0,-0.0,0.0,1.7534666962159935,0.0,0.0,-0.06466303683885595,0.0,1.4843965327702133,0.0,0.0,-3.562113683045725,0.0,0.4164045375684606,0.23150658800699353,0.0,0.0,0.491498564006449,0.0,0.0,0.0024475621512728453,-0.0,0.0,0.4345559310103394,0.0,0.0,0.0,0.0,0.5991623795303768,0.007265589466155683,0.0,-0.0,0.15969421749123944,0.11491656878186299,0.0,0.0,0.0,0.0,1.4019546878182676,0.0,0.0,0.0
CD4Tem_166Er_NFkB_unstim,-0.6797423672555278,-4.654107221663254,-0.0262352703402403,-8.428632941206331,-8.262606148342973,-2.7713176573372995,-1.938251904280023,-1.39158278645363,-3.7386175158695694,-6.43030027262532,-0.30285638669546333,-6.516196784462309,-0.0,-5.828281151724411,-23.369661698649114,-0.8353800522189473,-2.7839479187539724,-0.085391463920853,-3.8045920951527146,-20.716124734022596,-0.5202027821182447,-6.913287763386502,-0.81106420134367,-4.301241222914982,-3.5432413801308438,-1.3239403192830554,-2.941774074539407,-0.9496761142841936,-6.856109847238654,-4.687899252718677,-1.1810107476235636,-4.1734666057746965,-0.0,-4.962938911928221,-10.185311517096839,-0.21879688535123834,-2.7545326157226357,-1.3916144560603845,-1.943702383373138,-14.631344531324764,-3.691645146059051,-5.00105297155888,-1.4963553901006983,-4.0605792844395205,-9.753657769724832,-0.9999247346508874,-4.204303861077615,-0.09563942372677939,-3.07665049589678,-4.644201642366678
